"Reservoir","Site","DateTime","Secchi_m","Flag_DateTime","Flag_Secchi"
"FCR",50,2015-07-13 08:00:00,1.35,0,0
"FCR",50,2015-07-20 08:00:00,2.4,0,0
"FCR",50,2015-07-20 08:00:00,2.4,0,0
"FCR",50,2015-07-27 08:00:00,2.85,0,0
"FCR",50,2015-07-27 08:00:00,2.85,0,0
"FCR",50,2015-08-03 08:00:00,2.5,0,0
"FCR",50,2015-08-03 08:00:00,2.5,0,0
"FCR",50,2015-08-10 08:00:00,1.7,0,0
"FCR",50,2015-08-10 08:00:00,1.7,0,0
"FCR",50,2015-08-17 08:00:00,1.6,0,0
"FCR",50,2015-08-17 08:00:00,1.6,0,0
"FCR",50,2015-08-24 08:00:00,1.25,0,0
"FCR",50,2015-08-24 08:00:00,1.25,0,0
"FCR",50,2015-08-31 08:00:00,1.4,0,0
"FCR",50,2015-08-31 08:00:00,1.4,0,0
"FCR",50,2015-10-05 08:00:00,1.6,0,0
"FCR",50,2015-10-05 08:00:00,1.6,0,0
"FCR",50,2015-12-07 07:00:00,1.5,0,0
"FCR",50,2016-01-11 07:00:00,2.11,0,0
"FCR",50,2016-02-05 07:00:00,2.6,0,0
"FCR",50,2016-03-23 08:00:00,2.45,0,0
"FCR",50,2016-03-28 08:00:00,2.5,0,0
"FCR",50,2016-03-30 08:00:00,3,0,0
"FCR",50,2016-04-11 08:00:00,2.43,0,0
"FCR",50,2016-04-18 08:00:00,3.12,0,0
"FCR",50,2016-04-25 08:00:00,3.04,0,0
"FCR",50,2016-05-02 08:00:00,2.96,0,0
"FCR",50,2016-05-09 08:00:00,1.92,0,0
"FCR",50,2016-05-12 08:00:00,2.13,0,0
"FCR",50,2016-05-16 08:00:00,3.2,0,0
"FCR",50,2016-05-19 08:00:00,3.1,0,0
"FCR",50,2016-05-23 08:00:00,3.4,0,0
"FCR",50,2016-05-26 08:00:00,2.94,0,0
"FCR",50,2016-05-30 08:00:00,2.48,0,0
"FCR",50,2016-05-31 08:00:00,2.45,0,0
"FCR",50,2016-06-02 08:00:00,2.2,0,0
"FCR",50,2016-06-06 08:00:00,1.72,0,0
"FCR",50,2016-06-13 08:00:00,2.3,0,0
"FCR",50,2016-06-20 08:00:00,2.23,0,0
"FCR",50,2016-06-27 08:00:00,2.03,0,0
"FCR",50,2016-06-28 08:00:00,2.26,0,0
"FCR",50,2016-06-30 08:00:00,2.03,0,0
"FCR",50,2016-07-05 08:00:00,2.32,0,0
"FCR",50,2016-07-11 08:00:00,2.69,0,0
"FCR",50,2016-07-18 08:00:00,2.23,0,0
"FCR",50,2016-07-25 08:00:00,2.67,0,0
"FCR",50,2016-07-27 08:00:00,2.46,0,0
"FCR",50,2016-07-28 08:00:00,2.64,0,0
"FCR",50,2016-08-01 08:00:00,2.72,0,0
"FCR",50,2016-08-08 08:00:00,3.14,0,0
"FCR",50,2016-08-15 08:00:00,3.3,0,0
"FCR",50,2016-08-26 08:00:00,2.14,0,0
"FCR",50,2016-09-02 08:00:00,1.67,0,0
"FCR",50,2016-09-09 08:00:00,2.1,0,0
"FCR",50,2016-09-20 08:00:00,2.08,0,0
"FCR",50,2016-09-30 08:00:00,1.5,0,0
"FCR",50,2016-10-07 08:00:00,1.45,0,0
"FCR",50,2016-10-14 08:00:00,1.68,0,0
"FCR",50,2017-02-06 04:30:00,1.35,0,0
"FCR",50,2017-02-27 07:14:00,1.39,0,0
"FCR",50,2017-03-27 05:56:00,1.25,0,0
"FCR",50,2017-04-10 08:19:00,1.4,0,0
"FCR",50,2017-04-17 06:17:00,1.71,0,0
"FCR",50,2017-04-24 07:22:00,2,0,0
"FCR",50,2017-05-08 09:10:00,1.01,0,0
"FCR",50,2017-05-29 08:40:00,1.3,0,0
"FCR",50,2017-05-29 09:53:00,1.65,0,0
"FCR",50,2017-05-29 10:44:00,1.43,0,0
"FCR",50,2017-05-30 12:08:00,1.45,0,0
"FCR",50,2017-06-01 07:45:00,1.98,0,0
"FCR",50,2017-06-05 08:40:00,2.84,0,0
"FCR",50,2017-06-08 08:00:00,2.18,0,0
"FCR",50,2017-06-12 07:15:00,3.15,0,0
"FCR",50,2017-06-19 10:10:00,2.29,0,0
"FCR",50,2017-06-26 09:15:00,2.58,0,0
"FCR",50,2017-07-10 07:20:00,1.79,0,0
"FCR",50,2017-07-13 10:30:00,1.29,0,0
"FCR",50,2017-07-17 08:30:00,1.41,0,0
"FCR",50,2017-07-24 06:00:00,1.08,0,0
"FCR",50,2017-08-07 10:00:00,2.55,0,0
"FCR",50,2017-08-14 08:00:00,2.47,0,0
"FCR",50,2017-08-21 09:01:00,2.94,0,0
"FCR",50,2017-08-28 11:15:00,2.36,0,0
"FCR",50,2017-09-04 09:00:00,1.87,0,0
"FCR",50,2017-09-11 10:30:00,1.88,0,0
"FCR",50,2017-09-25 11:05:00,2.5,0,0
"FCR",50,2017-10-23 11:45:00,2.2,0,0
"FCR",50,2017-11-06 07:00:00,2.5,0,0
"FCR",50,2018-01-15 07:30:00,2.5,0,0
"FCR",50,2018-02-19 08:00:00,1.61,0,0
"FCR",50,2018-03-19 08:30:00,1.5,0,0
"FCR",50,2018-04-04 08:40:00,1.53,0,0
"FCR",50,2018-04-10 07:38:00,1.95,0,0
"FCR",50,2018-04-23 08:47:00,2.81,0,0
"FCR",50,2018-04-30 13:00:00,2.8,0,0
"FCR",50,2018-05-07 08:20:00,3.14,0,0
"FCR",50,2018-05-14 08:35:00,3.68,0,0
"FCR",50,2018-05-21 08:00:00,1.3,0,0
"FCR",50,2018-05-28 08:00:00,1.58,0,0
"FCR",50,2018-06-04 09:30:00,2.62,0,0
"FCR",50,2018-06-11 09:00:00,2.04,0,0
"FCR",50,2018-06-18 10:54:00,2.65,0,0
"FCR",50,2018-06-25 08:00:00,1.84,0,0
"FCR",50,2018-07-02 08:00:00,2.37,0,0
"FCR",50,2018-07-09 08:00:00,2.07,0,0
"FCR",50,2018-07-23 07:42:00,1.54,0,0
"FCR",50,2018-07-30 09:00:00,1.13,0,0
"FCR",50,2018-08-06 07:24:00,1.86,0,0
"FCR",50,2018-08-27 12:55:00,1.86,0,0
"FCR",50,2018-09-03 09:30:00,1.58,0,0
"FCR",50,2018-09-10 08:30:00,1.66,0,0
"FCR",50,2018-09-17 08:55:00,1.2,0,0
"FCR",50,2018-09-24 07:37:00,3.39,0,0
"FCR",50,2018-10-01 08:00:00,2.22,0,0
"FCR",50,2018-10-08 07:45:00,2.34,0,0
"FCR",50,2018-10-15 08:14:00,1.28,0,0
"FCR",50,2018-10-21 10:32:00,1.5,0,0
"FCR",50,2018-10-22 08:14:00,1.68,0,0
"FCR",50,2018-10-29 07:50:00,1.92,0,0
"FCR",50,2019-01-21 08:46:00,2.1,0,0
"FCR",50,2019-02-08 09:28:00,2.14,0,0
"FCR",50,2019-03-18 06:56:00,2,0,0
"FCR",50,2019-04-01 06:00:00,1.9,0,0
"FCR",50,2019-04-29 06:45:00,2.14,0,0
"FCR",50,2019-05-06 07:31:00,2.36,0,0
"FCR",50,2019-05-13 08:45:00,2.35,0,0
"FCR",50,2019-05-20 06:51:00,2.78,0,0
"FCR",50,2019-05-27 07:37:00,3.39,0,0
"FCR",50,2019-05-30 06:49:00,2.4,0,0
"FCR",50,2019-06-09 20:00:00,2.13,0,0
"FCR",50,2019-06-12 21:54:00,2,0,0
"FCR",50,2019-06-17 08:00:00,1.47,0,0
"FCR",50,2019-06-20 11:00:00,1.65,0,0
"FCR",50,2019-06-24 07:55:00,1.55,0,0
"FCR",50,2019-06-27 07:35:00,1.44,0,0
"FCR",50,2019-06-30 20:00:00,1.5,0,0
"FCR",50,2019-07-07 20:00:00,1.5,0,0
"FCR",50,2019-07-15 07:33:00,1.34,0,0
"FCR",50,2019-07-25 11:15:00,0.97,0,0
"FCR",50,2019-07-26 20:00:00,1.1,0,0
"FCR",50,2019-07-29 06:01:00,0.9,0,0
"FCR",50,2019-08-01 07:59:00,1,0,0
"FCR",50,2019-08-08 08:08:00,1.18,0,0
"FCR",50,2019-08-14 13:15:00,1.3,0,0
"FCR",50,2019-08-19 07:44:00,1,0,0
"FCR",50,2019-08-28 07:25:00,0.9,0,0
"FCR",50,2019-09-20 11:00:00,1.2,0,0
"FCR",50,2019-10-11 09:20:00,0.7,0,0
"FCR",50,2019-10-16 08:00:00,0.75,0,0
"FCR",50,2019-10-25 08:49:00,0.9,0,0
"FCR",50,2019-10-28 09:13:00,0.7,0,0
"FCR",50,2019-10-30 06:57:00,0.5,0,0
"FCR",50,2019-11-04 06:52:00,1.1,0,0
"FCR",50,2019-11-07 20:15:00,0.94,0,0
"FCR",50,2019-11-20 07:43:00,1.1,0,0
"FCR",50,2019-12-06 10:30:00,1.14,0,0
"FCR",50,2020-02-29 05:00:00,1.8,0,0
"FCR",50,2020-03-16 08:00:00,1.25,0,0
"FCR",50,2020-03-16 11:11:00,1.25,0,0
"FCR",50,2020-03-24 10:20:00,1.75,0,0
"FCR",50,2020-04-04 11:55:00,1.4,0,0
"FCR",50,2020-04-10 12:10:00,1.5,0,0
"FCR",50,2020-04-13 09:17:00,0.6,0,0
"FCR",50,2020-04-20 06:04:00,1.25,0,0
"FCR",50,2020-04-27 07:47:00,1.6,0,0
"FCR",50,2020-05-04 07:27:00,2.1,0,0
"FCR",50,2020-05-11 08:52:00,2,0,0
"FCR",50,2020-05-18 06:59:00,2.5,0,0
"FCR",50,2020-05-25 07:50:00,1.2,0,0
"FCR",50,2020-06-03 06:26:00,1.7,0,0
"FCR",50,2020-06-08 08:48:00,1.5,0,0
"FCR",50,2020-06-12 07:16:00,2.6,0,0
"FCR",50,2020-06-22 05:42:00,1.24,0,0
"FCR",50,2020-06-29 08:40:00,2.3,0,0
"FCR",50,2020-07-06 08:28:00,2.25,0,0
"FCR",50,2020-07-13 07:34:00,1.8,0,0
"FCR",50,2020-07-20 08:06:00,1.5,0,0
"FCR",50,2020-07-27 08:50:00,0.75,0,0
"FCR",50,2020-08-03 08:50:00,0.5,0,0
"FCR",50,2020-08-10 09:05:00,1,0,0
"FCR",50,2020-08-17 06:17:00,0.75,0,0
"FCR",50,2020-08-24 07:58:00,1.5,0,0
"FCR",50,2020-09-02 07:15:00,1,0,0
"FCR",50,2020-09-11 06:55:00,0.5,0,0
"FCR",50,2020-09-15 09:40:00,0.5,0,0
"FCR",50,2020-09-19 10:04:00,0.5,0,0
"FCR",50,2020-09-21 08:11:00,0.5,0,0
"FCR",50,2020-09-30 07:30:00,0.5,0,0
"FCR",50,2020-10-06 08:53:00,0.6,0,0
"FCR",50,2020-10-13 09:30:00,0.5,0,0
"FCR",50,2020-10-19 09:07:00,0.75,0,0
"FCR",50,2020-10-28 08:50:00,1.2,0,0
"FCR",50,2020-11-02 09:30:00,0.75,0,0
"FCR",50,2020-11-04 06:27:00,0.75,0,0
"FCR",50,2020-11-09 06:40:00,1.1,0,0
"FCR",50,2020-11-24 06:27:00,0.75,0,0
"FCR",50,2020-12-02 09:40:00,1.75,0,0
"FCR",50,2021-02-08 11:15:00,1.4,0,0
"FCR",50,2021-02-26 12:20:00,1.5,0,0
"FCR",50,2021-03-22 11:40:00,1.75,0,0
"FCR",50,2021-04-16 13:25:00,1.5,0,0
"FCR",50,2021-04-18 10:25:00,1.45,0,0
"FCR",50,2021-05-24 12:28:00,1.25,0,0
"FCR",50,2021-05-31 12:00:00,0.6,0,0
"FCR",50,2021-06-07 11:54:00,0.3,0,0
"FCR",50,2021-06-15 12:01:00,0.5,0,0
"FCR",50,2021-06-21 11:09:00,0.25,0,0
"FCR",50,2021-06-28 12:00:00,0.6,1,0
"FCR",50,2021-07-07 16:07:00,1.75,0,0
"FCR",50,2021-07-12 17:11:00,2.25,0,0
"FCR",50,2021-07-21 14:06:00,1.3,0,0
"FCR",50,2021-07-26 14:20:00,2.05,0,0
"FCR",50,2021-08-02 11:41:00,1.9,0,0
"FCR",50,2021-08-09 14:37:00,1.8,0,0
"FCR",50,2021-08-23 13:58:00,1.75,0,0
"FCR",50,2021-08-31 12:00:00,1.9,0,0
"FCR",50,2021-09-06 14:02:00,2.2,0,0
"FCR",50,2021-09-14 14:05:00,3,0,0
"FCR",50,2021-09-21 15:54:00,2,0,0
"FCR",50,2021-09-27 13:35:00,1.9,0,0
"FCR",50,2021-10-04 14:35:00,1.8,0,0
"FCR",50,2021-10-11 13:32:00,1.5,0,0
"FCR",50,2021-10-18 12:38:00,1.5,0,0
"FCR",50,2021-10-25 13:22:00,1.4,0,0
"FCR",50,2021-11-03 11:44:00,1.25,0,0
"FCR",50,2021-11-08 12:12:00,1.3,0,0
"FCR",50,2021-11-22 14:18:00,2.3,0,0
"FCR",50,2021-12-06 13:00:00,1.75,0,0
